solution_id,stock_code,industry,factor_score
8,300308,C39计算机、通信和其他电子设备制造业,1.0946150242108226
8,301,C26化学原料和化学制品制造业,0.0026532942617612
8,600029,G56航空运输业,0.0028342652095002
8,600050,I63电信、广播电视和卫星传输服务,0.0026854527782193
8,600183,C39计算机、通信和其他电子设备制造业,1.0946150242108226
8,600426,C26化学原料和化学制品制造业,0.0267106070731643
8,600570,I65软件和信息技术服务业,0.0028555819492672
8,601066,J67资本市场服务,0.0034509541433871
8,601100,C34通用设备制造业,0.0027616736191773
8,601328,J66货币金融服务,0.0025486690077909
8,601601,J68保险业,0.0028965958612127
8,601668,E48土木工程建筑业,0.0025700926171941
8,601698,I63电信、广播电视和卫星传输服务,0.01805289382789
8,601872,G55水上运输业,1.0946150242108226
8,601888,L72商务服务业,0.0065074608182295
8,601899,B09有色金属矿采选业,0.0027867168209052
8,603501,C39计算机、通信和其他电子设备制造业,0.0029912648341336
8,603799,C32有色金属冶炼和压延加工业,0.1470816931483099
8,603993,B09有色金属矿采选业,0.017332826482709
8,605117,C38电气机械和器材制造业,0.007562538746494
8,688082,C35专用设备制造业,0.0429665378551627
8,688169,C39计算机、通信和其他电子设备制造业,0.00384515187064
8,688187,C37铁路、船舶、航空航天和其他运输设备制造业,0.0028625161308551
8,975,B09有色金属矿采选业,0.1110131810855507
8,977,C39计算机、通信和其他电子设备制造业,0.1313046935874331
9,2384,C39计算机、通信和其他电子设备制造业,1.0210268167017822
9,2594,C36汽车制造业,0.002729104674505
9,2920,C39计算机、通信和其他电子设备制造业,0.0035875831574383
9,300308,C39计算机、通信和其他电子设备制造业,1.0946150242108226
9,300316,C35专用设备制造业,0.0027697126532158
9,301,C26化学原料和化学制品制造业,0.0026532942617612
9,600029,G56航空运输业,0.0028342652095002
9,600183,C39计算机、通信和其他电子设备制造业,1.0946150242108226
9,600426,C26化学原料和化学制品制造业,0.0267106070731643
9,600522,C38电气机械和器材制造业,0.0028790179723032
9,600547,B09有色金属矿采选业,0.005547905645881
9,600570,I65软件和信息技术服务业,0.0028555819492672
9,601066,J67资本市场服务,0.0034509541433871
9,601100,C34通用设备制造业,0.0027616736191773
9,601601,J68保险业,0.0028965958612127
9,601698,I63电信、广播电视和卫星传输服务,0.01805289382789
9,601872,G55水上运输业,1.0946150242108226
9,601881,J67资本市场服务,0.0026744232192687
9,601888,L72商务服务业,0.0065074608182295
9,603501,C39计算机、通信和其他电子设备制造业,0.0029912648341336
9,603799,C32有色金属冶炼和压延加工业,0.1470816931483099
9,603993,B09有色金属矿采选业,0.017332826482709
9,605117,C38电气机械和器材制造业,0.007562538746494
9,688082,C35专用设备制造业,0.0429665378551627
9,688169,C39计算机、通信和其他电子设备制造业,0.00384515187064
9,688187,C37铁路、船舶、航空航天和其他运输设备制造业,0.0028625161308551
9,792,C26化学原料和化学制品制造业,0.0048843597652502
9,975,B09有色金属矿采选业,0.1110131810855507
9,977,C39计算机、通信和其他电子设备制造业,0.1313046935874331
10,2352,G60邮政业,0.0026348237557344
10,2384,C39计算机、通信和其他电子设备制造业,1.0210268167017822
10,2594,C36汽车制造业,0.002729104674505
10,2709,C39计算机、通信和其他电子设备制造业,0.0302498138581888
10,2920,C39计算机、通信和其他电子设备制造业,0.0035875831574383
10,300015,Q84卫生,0.0026534099386199
10,300308,C39计算机、通信和其他电子设备制造业,1.0946150242108226
10,301,C26化学原料和化学制品制造业,0.0026532942617612
10,600029,G56航空运输业,0.0028342652095002
10,600183,C39计算机、通信和其他电子设备制造业,1.0946150242108226
10,600426,C26化学原料和化学制品制造业,0.0267106070731643
10,600570,I65软件和信息技术服务业,0.0028555819492672
10,601066,J67资本市场服务,0.0034509541433871
10,601100,C34通用设备制造业,0.0027616736191773
10,601601,J68保险业,0.0028965958612127
10,601698,I63电信、广播电视和卫星传输服务,0.01805289382789
10,601872,G55水上运输业,1.0946150242108226
10,601888,L72商务服务业,0.0065074608182295
10,601899,B09有色金属矿采选业,0.0027867168209052
10,603799,C32有色金属冶炼和压延加工业,0.1470816931483099
10,603993,B09有色金属矿采选业,0.017332826482709
10,605117,C38电气机械和器材制造业,0.007562538746494
10,688082,C35专用设备制造业,0.0429665378551627
10,688169,C39计算机、通信和其他电子设备制造业,0.00384515187064
10,688187,C37铁路、船舶、航空航天和其他运输设备制造业,0.0028625161308551
10,792,C26化学原料和化学制品制造业,0.0048843597652502
10,975,B09有色金属矿采选业,0.1110131810855507
10,977,C39计算机、通信和其他电子设备制造业,0.1313046935874331
11,2384,C39计算机、通信和其他电子设备制造业,1.0210268167017822
11,2594,C36汽车制造业,0.002729104674505
11,2920,C39计算机、通信和其他电子设备制造业,0.0035875831574383
11,300015,Q84卫生,0.0026534099386199
11,300308,C39计算机、通信和其他电子设备制造业,1.0946150242108226
11,301,C26化学原料和化学制品制造业,0.0026532942617612
11,425,C35专用设备制造业,0.0026127638702707
11,600029,G56航空运输业,0.0028342652095002
11,600183,C39计算机、通信和其他电子设备制造业,1.0946150242108226
11,600426,C26化学原料和化学制品制造业,0.0267106070731643
11,600570,I65软件和信息技术服务业,0.0028555819492672
11,601066,J67资本市场服务,0.0034509541433871
11,601100,C34通用设备制造业,0.0027616736191773
11,601166,J66货币金融服务,0.0026270518698685
11,601601,J68保险业,0.0028965958612127
11,601698,I63电信、广播电视和卫星传输服务,0.01805289382789
11,601872,G55水上运输业,1.0946150242108226
11,601881,J67资本市场服务,0.0026744232192687
11,601888,L72商务服务业,0.0065074608182295
11,601995,J67资本市场服务,0.0026174072038186
11,603501,C39计算机、通信和其他电子设备制造业,0.0029912648341336
11,603799,C32有色金属冶炼和压延加工业,0.1470816931483099
11,603993,B09有色金属矿采选业,0.017332826482709
11,605117,C38电气机械和器材制造业,0.007562538746494
11,688082,C35专用设备制造业,0.0429665378551627
11,688169,C39计算机、通信和其他电子设备制造业,0.00384515187064
11,688187,C37铁路、船舶、航空航天和其他运输设备制造业,0.0028625161308551
11,963,F52零售业,0.0026039623509512
11,975,B09有色金属矿采选业,0.1110131810855507
11,977,C39计算机、通信和其他电子设备制造业,0.1313046935874331
12,157,C35专用设备制造业,0.0026035467997156
12,2384,C39计算机、通信和其他电子设备制造业,1.0210268167017822
12,2594,C36汽车制造业,0.002729104674505
12,300015,Q84卫生,0.0026534099386199
12,300308,C39计算机、通信和其他电子设备制造业,1.0946150242108226
12,301,C26化学原料和化学制品制造业,0.0026532942617612
12,600029,G56航空运输业,0.0028342652095002
12,600183,C39计算机、通信和其他电子设备制造业,1.0946150242108226
12,600426,C26化学原料和化学制品制造业,0.0267106070731643
12,600436,C27医药制造业,0.0025861857903744
12,600570,I65软件和信息技术服务业,0.0028555819492672
12,601058,C29橡胶和塑料制品业,0.0026016322665322
12,601066,J67资本市场服务,0.0034509541433871
12,601100,C34通用设备制造业,0.0027616736191773
12,601601,J68保险业,0.0028965958612127
12,601698,I63电信、广播电视和卫星传输服务,0.01805289382789
12,601872,G55水上运输业,1.0946150242108226
12,601888,L72商务服务业,0.0065074608182295
12,601899,B09有色金属矿采选业,0.0027867168209052
12,601916,J66货币金融服务,0.0025906054731145
12,601995,J67资本市场服务,0.0026174072038186
12,603195,C38电气机械和器材制造业,0.0026060922782301
12,603369,C15酒、饮料和精制茶制造业,0.002643763006555
12,603799,C32有色金属冶炼和压延加工业,0.1470816931483099
12,603993,B09有色金属矿采选业,0.017332826482709
12,605117,C38电气机械和器材制造业,0.007562538746494
12,688082,C35专用设备制造业,0.0429665378551627
12,688187,C37铁路、船舶、航空航天和其他运输设备制造业,0.0028625161308551
12,688223,C38电气机械和器材制造业,0.0027148325928057
12,975,B09有色金属矿采选业,0.1110131810855507
13,2384,C39计算机、通信和其他电子设备制造业,1.0210268167017822
13,300308,C39计算机、通信和其他电子设备制造业,1.0946150242108226
13,301,C26化学原料和化学制品制造业,0.0026532942617612
13,338,C36汽车制造业,0.0026478385316346
13,425,C35专用设备制造业,0.0026127638702707
13,600029,G56航空运输业,0.0028342652095002
13,600089,C38电气机械和器材制造业,0.0961793056367323
13,600183,C39计算机、通信和其他电子设备制造业,1.0946150242108226
13,600426,C26化学原料和化学制品制造业,0.0267106070731643
13,600570,I65软件和信息技术服务业,0.0028555819492672
13,600585,C30非金属矿物制品业,0.0025920254975059
13,601066,J67资本市场服务,0.0034509541433871
13,601100,C34通用设备制造业,0.0027616736191773
13,601166,J66货币金融服务,0.0026270518698685
13,601601,J68保险业,0.0028965958612127
13,601698,I63电信、广播电视和卫星传输服务,0.01805289382789
13,601825,J66货币金融服务,0.0025637410557747
13,601872,G55水上运输业,1.0946150242108226
13,601888,L72商务服务业,0.0065074608182295
13,601901,J67资本市场服务,0.0025810693968054
13,603369,C15酒、饮料和精制茶制造业,0.002643763006555
13,603799,C32有色金属冶炼和压延加工业,0.1470816931483099
13,603993,B09有色金属矿采选业,0.017332826482709
13,605117,C38电气机械和器材制造业,0.007562538746494
13,688082,C35专用设备制造业,0.0429665378551627
13,688169,C39计算机、通信和其他电子设备制造业,0.00384515187064
13,688187,C37铁路、船舶、航空航天和其他运输设备制造业,0.0028625161308551
13,876,C13农副食品加工业,0.002634572086134
13,975,B09有色金属矿采选业,0.1110131810855507
13,977,C39计算机、通信和其他电子设备制造业,0.1313046935874331
14,2384,C39计算机、通信和其他电子设备制造业,1.0210268167017822
14,2594,C36汽车制造业,0.002729104674505
14,2709,C39计算机、通信和其他电子设备制造业,0.0302498138581888
