min_ref_ret,min_ref_dd,min_ref_score,max_ref_ret,max_ref_dd,max_ref_score,baseline_samples
-0.09324797067290524,0.006941592878677972,-0.432022411383773,0.04770312717350611,0.07156729317735265,0.25295651843718814,10000
