code,name,final_score,beta_mkt_std,beta_smb_std,beta_hml_std,beta_mkt,beta_smb,beta_hml
601618,中国中冶,-0.10536175552099605,-0.10536296975081609,-0.10536738552518721,-0.10535303461892115,6.855720586834103,0.4770438003169326,0.5333575853829884
600415,小商品城,-0.10536639321311911,-0.1053974257128377,-0.10539035850748513,-0.1053034069875792,0.8302162284992769,-0.02454243704759,1.0650271338556898
688981,中芯国际,-0.10536918505657553,-0.10536754339528723,-0.10533689286667358,-0.1054138829710664,6.055902120672776,1.1428127306522828,-0.1185215197763
601607,上海医药,-0.10537027923472297,-0.1053992710149486,-0.1053775661499986,-0.10533157156746317,0.5075180578674824,0.2547626342522233,0.7632950329087493
600011,华能国际,-0.10537072442621886,-0.10538229629067213,-0.10538558006592476,-0.10533934504215776,3.475981833320053,0.079788837475185,0.6800164304612489
002625,光启技术,-0.10537083957832755,-0.10539616579945302,-0.10534034773045621,-0.10538616915436388,1.0505442398258782,1.0673801158149947,0.1783814758784796
002920,德赛西威,-0.10537110571543468,-0.10534767770078615,-0.10533647812596136,-0.10544070384938097,9.529925824394653,1.151868073603488,-0.4058583093339593
601998,中信银行,-0.10537159229207664,-0.1053984672545436,-0.10540207929934638,-0.10530406798658336,0.6480760785775604,-0.2804512177356163,1.0579457351956494
601857,中国石油,-0.10537406763285515,-0.1053992122749291,-0.10540247979310821,-0.1053110401104437,0.5177902494638389,-0.2891954964053583,0.9832521452642292
601336,新华保险,-0.10537445579625702,-0.10538960130064111,-0.10541452911570916,-0.10530587919927009,2.1985143988542872,-0.5522773334879396,1.0385418949298195
601800,中国交建,-0.10537646765875017,-0.10539612007858083,-0.10542248300919714,-0.10529546143832354,1.0585397012339497,-0.725940615655503,1.150149201359174
605117,德业股份,-0.10537710472161273,-0.10533666651361065,-0.10535242819871622,-0.10545044496014348,11.455512933957548,0.8036182523544904,-0.5102165432590062
600039,四川路桥,-0.10537807396271887,-0.10539881967655186,-0.10538468158408784,-0.10534851808706057,0.5864460957798034,0.099406060788514,0.5817439860644158
601186,中国铁建,-0.1053788292737707,-0.10539769410504303,-0.10540938094779981,-0.1053192288771262,0.7832810013807086,-0.4398735481416981,0.8955244466636312
601808,中海油服,-0.10537913014022737,-0.10540030480866479,-0.10537442298577578,-0.10536423167772548,0.3267328416966555,0.3233896803838642,0.4134015238556454
601211,国泰君安,-0.1053793240935326,-0.10540111667687013,-0.10537576778015934,-0.10536227326135943,0.1847569651646743,0.2940277827371708,0.4343823830441973
600150,中国船舶,-0.10537983857689004,-0.10540077742568094,-0.10536888564228077,-0.1053735036409115,0.2440836941008029,0.4442906262270566,0.3140693504821281
601919,中国远洋,-0.10537991304260463,-0.10539739999797737,-0.10539691514224547,-0.10533975662104408,0.8347131281350635,-0.1676983284585093,0.6756071134187143
600188,兖矿能源,-0.10538077433358878,-0.1053983809195953,-0.10539308034438273,-0.10534675973319027,0.6631739477621894,-0.0839703297995975,0.600581540527509
601390,中国中铁,-0.10538095140592088,-0.1053975357598755,-0.10541566236772233,-0.10531808576956432,0.8109716952747213,-0.5770204689635334,0.907770759148176
000768,西飞国际,-0.10538111458754901,-0.10539991871278086,-0.10536019657245581,-0.10539020114910808,0.3942515610955007,0.6340055610656781,0.1351860065980377
000338,潍柴动力,-0.105381679473807,-0.1053967600688175,-0.10539465897571203,-0.10534929287625645,0.9466210742635768,-0.11843776369146,0.5734435330545138
601319,中国人保,-0.10538237957658228,-0.10539747202004315,-0.10540579116483646,-0.10533607168211585,0.8221182317525753,-0.3614951423173738,0.7150845126647962
601825,沪农商行,-0.10538248869365419,-0.10539996208100325,-0.10538311759902202,-0.10536417676581467,0.3866675205509706,0.1335537118982696,0.4139898048199194
688256,寒武纪,-0.10538317866693328,-0.10539136400595209,-0.10534092782070802,-0.10543132778954822,1.890260386756444,1.0547145731808112,-0.3054109302644304
600066,宇通客车,-0.10538348091842346,-0.1053930224237738,-0.10539971235172217,-0.10535229750200821,1.60024370382808,-0.2287718868821826,0.5412544485956639
600023,浙能电力,-0.10538366013893558,-0.10540110391945777,-0.10539231244710202,-0.10535467994752476,0.1869879243177036,-0.067204256386814,0.5157308904930753
601456,国联民生,-0.10538387349616687,-0.10539510642360582,-0.10539355953669824,-0.1053597258480194,1.235803144522842,-0.0944328926220578,0.4616732704720435
601688,华泰证券,-0.10538436205336596,-0.10538647423487842,-0.10539767272051745,-0.10536450231565149,2.74536165768587,-0.1842390992657166,0.4105021321249841
600016,民生银行,-0.10538461390136886,-0.10539993300364361,-0.10539235838852752,-0.10535896881621587,0.3917524390051103,-0.0682073297560008,0.4697834854125642
601328,交通银行,-0.10538465072336098,-0.10540138306348543,-0.10539262124738523,-0.10535729101787084,0.1381724666575779,-0.0739465230260799,0.4877580343565958
600036,招商银行,-0.1053846739040173,-0.10539570323982081,-0.10541792841008785,-0.10532930522678642,1.1314345971460056,-0.6264966601291889,0.7875747394290611
000983,山西焦煤,-0.1053846830683455,-0.10539811070918075,-0.10540850179404382,-0.10533949712657921,0.7104271351655954,-0.4206783292183919,0.6783871232890137
000157,中联重科,-0.10538503402979862,-0.10539907414223877,-0.10538997500255118,-0.10536440595368841,0.5419462758486121,-0.0161690881140458,0.4115344747941368
688009,中国通号,-0.10538509112518521,-0.10539879085306726,-0.1053930164982731,-0.10536082423318593,0.5914866177044955,-0.0825763301225532,0.4499060768796402
300122,智飞生物,-0.10538523503936204,-0.10539462388837753,-0.1053814239428888,-0.10538092765231087,1.320186744643116,0.1705325680277185,0.234534609817864
601006,大秦铁路,-0.10538542336692804,-0.1054006659362529,-0.10538832565015344,-0.10536631108663597,0.2635804660723623,0.0198424515522046,0.391124450244801
601901,方正证券,-0.10538593198289878,-0.10539714254591237,-0.10538923311206135,-0.1053703199143351,0.8797351924922234,2.915965853392266e-05,0.3481771735953436
600999,招商证券,-0.1053860220563982,-0.10539692409324544,-0.1053944096642938,-0.10536393654235685,0.9179372167422823,-0.1129943617602226,0.4165633610003224
601628,中国人寿,-0.10538605559091463,-0.10539664326885169,-0.10542337159436092,-0.1053257132417158,0.9670465293012992,-0.7453417575314372,0.8260563076398191
601766,中国南车,-0.10538614891098719,-0.10539939090731511,-0.10539813785147666,-0.10535692166067329,0.486551817646159,-0.194394650020074,0.4917150230166597
601881,中国银河,-0.10538626069282342,-0.10539595873040002,-0.1054019250755485,-0.10535567681161334,1.086755548638583,-0.2770839346599048,0.5050513100753703
601995,中金公司,-0.10538643730204478,-0.10539649442674327,-0.10539388670009736,-0.10536644764660949,0.9930753707655384,-0.1015760948515868,0.3896614592152979
600015,华夏银行,-0.10538666016562744,-0.10539909760345784,-0.10540141479389149,-0.10535454989011164,0.5378434829071812,-0.2659425750829927,0.5171242184485398
601985,中国核电,-0.10538666904216348,-0.10540201834607653,-0.1053939686998883,-0.10536158686128402,0.0270770916644173,-0.1033664573769582,0.4417359078508548
600010,包钢股份,-0.1053867378980611,-0.10539604237339317,-0.10538906629564519,-0.105374328892617,1.0721284365184829,0.0036713867500997,0.3052282837260429
600875,东方电气,-0.10538674897471041,-0.10539836175064511,-0.10538721616513717,-0.10537451327820667,0.66652612794076,0.0440666644775516,0.3032529284542672
601166,兴业银行,-0.1053872999033782,-0.10539795507539355,-0.10540544564889583,-0.10535245040400597,0.737643675006381,-0.3539512353765721,0.5396163825847118
601728,中国电信,-0.1053873002218425,-0.10540006163580945,-0.10539826313183985,-0.10535992159454576,0.3692578218061999,-0.1971299895237196,0.4595762034861594
601169,北京银行,-0.10538749358602993,-0.10540113282588644,-0.1053955276085759,-0.10536314231611212,0.1819328975036043,-0.1374032721392589,0.4250720465348767
600918,中泰证券,-0.10538807656056533,-0.10539741928462701,-0.10539776682201575,-0.10536581348790307,0.8313403652043955,-0.1862936873836862,0.3964553130422842
600803,新奥股份,-0.10538820678592026,-0.10539805522003338,-0.10540680779205118,-0.10535355701029928,0.7201308287980703,-0.3836919216829124,0.5277611146141897
600958,东方证券,-0.105388291428828,-0.10539628281213775,-0.10540960568784997,-0.10535188103348897,1.0300815854541754,-0.444780465087896,0.5457161491360074
601669,中国水电,-0.10538840133054302,-0.10539894891267765,-0.10540593970062082,-0.10535446925497131,0.5638458607665005,-0.3647382347561953,0.5179880768978555
601868,中国能建,-0.10538847676415963,-0.1053990439179835,-0.1053954204287481,-0.10536865139088444,0.54723175827352,-0.1350631351096679,0.3660523589636452
601916,浙商银行,-0.10538861059188159,-0.10539997163026155,-0.10539934976993265,-0.10536293064943357,0.3849975890151456,-0.2208553685484159,0.4273396689132098
600061,国投安信,-0.10538869566048244,-0.10539721361858381,-0.10540555225819041,-0.10535770223877042,0.86730632194525,-0.3562789155290949,0.4833525524892152
601229,上海银行,-0.10538873915701913,-0.10539991553430586,-0.10539538606483775,-0.10536870023597428,0.3948073985717663,-0.134312842254089,0.3655290729200011
600989,宝丰能源,-0.10538878832263601,-0.10538804962970388,-0.10539654095309028,-0.10537919017496242,2.469863664596649,-0.1595283778624464,0.2531485104285034
603392,万泰生物,-0.10538884690794362,-0.10539669190897784,-0.10539321784756474,-0.10537517398741456,0.9585405618319632,-0.08697253921205,0.2961746344326253
601658,邮储银行,-0.10538893089399727,-0.10539914326388967,-0.10541347131038944,-0.10534599796891532,0.5298585910343259,-0.529181481878283,0.6087424552670002
600161,天坛生物,-0.10538901226376984,-0.10540032086022327,-0.1053772396411116,-0.10539340049752735,0.3239258170225801,0.2618915460306299,0.1009108239329549
000166,申万宏源,-0.1053891467698849,-0.10539786287629471,-0.10540063773683783,-0.10536510937420446,0.7537670405799168,-0.2489765095234746,0.4039986070115244
601818,光大银行,-0.105389154281984,-0.10540038203031984,-0.10539997669003598,-0.10536349665624556,0.313228664428554,-0.2345433822194022,0.4212759383254281
600919,江苏银行,-0.105389376309,-0.10540080557877617,-0.10540008092410534,-0.1053636742190834,0.2391604068655082,-0.2368192023099553,0.4193736763944594
600028,中国石化,-0.10538953938894915,-0.10540146838670164,-0.10539847485294916,-0.10536569643919665,0.1232515246465853,-0.2017526542355874,0.3977092764332056
601939,建设银行,-0.10538958457495334,-0.10540192670640486,-0.10539141026931435,-0.10537480818435382,0.0431026271219009,-0.047506336627099,0.3000935469995812
002422,科伦药业,-0.10539013660801862,-0.10540334446052042,-0.10536002355044578,-0.10541707949894726,-0.2048278644715241,0.6377832795120894,-0.1527664855171223
601878,浙商证券,-0.10539036535223732,-0.10539751289448394,-0.10539249091170404,-0.10538038373070173,0.814970292571121,-0.0711008069989069,0.2403617377407867
600893,航空动力,-0.1053905626393046,-0.10540110141848913,-0.10536382009095824,-0.10541568059124858,0.1874252825142931,0.5548905820837979,-0.1377797411489039
601236,红塔证券,-0.10539066218285373,-0.10539673122702355,-0.10540222974855361,-0.10536916971775077,0.9516647980496468,-0.2837360873613649,0.3604994320249379
000876,新希望,-0.10539080375974491,-0.10539899708312532,-0.10538663816421096,-0.10538816456374311,0.5554220285670858,0.0566865893099659,0.1570043040292253
600030,中信证券,-0.10539089401431645,-0.10539540967092777,-0.10541047240632069,-0.10536027383503278,1.1827726106774512,-0.4637041751638525,0.4558025891583623
601288,农业银行,-0.10539105470348704,-0.105401488884299,-0.1053947688071014,-0.10537566838452266,0.1196669966022258,-0.1208357942398236,0.2908780712051985
600019,宝钢股份,-0.10539118579484213,-0.10539821542479795,-0.10540690514153464,-0.10536319703596303,0.6921149369053909,-0.3858174254807696,0.4244858231419535
600050,中国联通,-0.10539121183295336,-0.10539723073338744,-0.105410323557501,-0.10535971063312242,0.8643133617201357,-0.4604542479913801,0.4618362703410217
600372,中航机载,-0.10539137082542906,-0.10540088937691654,-0.10537362815018403,-0.10540550917426825,0.2245061632935471,0.3407439180103653,-0.0288115609836143
601988,中国银行,-0.10539149969227324,-0.10540212709234383,-0.10539484744677798,-0.10537640861952968,0.0080600313647399,-0.1225527928851641,0.2829478033021063
600027,华电国际,-0.10539150072694452,-0.10540186212440672,-0.10539780511475061,-0.10537273347907417,0.0543964377830518,-0.1871297611919211,0.3223202297853136
600482,中国动力,-0.10539178135510952,-0.10540401057706657,-0.10538349940758078,-0.10539059472985743,-0.3213153434605263,0.125217401187705,0.1309695067644768
000725,京东方A,-0.10539216278335067,-0.105398902171744,-0.10538818848568969,-0.10539072245850534,0.5720197059557323,0.0228372654766804,0.1296011272807897
601088,中国神华,-0.10539217256572218,-0.10540135398354675,-0.10540824347274333,-0.1053615632718694,0.1432578361224055,-0.4150382078157645,0.441988625401275
000651,格力电器,-0.10539249849685065,-0.10539843477858889,-0.10541355579390022,-0.10535848581904629,0.65375532812302,-0.5310260733091426,0.4749579190922476
600585,海螺水泥,-0.10539264865276629,-0.10539705997352943,-0.10541563963166804,-0.10535758269346748,0.8941750810963804,-0.5765240557514283,0.4846332623581604
002142,宁波银行,-0.10539278050668707,-0.10539450792894409,-0.10543985518801291,-0.1053282868426623,1.3404652111472024,-1.1052403379998288,0.7984848677751869
601298,青岛港,-0.10539286841066078,-0.10540231876018681,-0.10539574216799957,-0.10537958638468302,-0.0254579828056921,-0.1420879078827588,0.2489038459631943
601077,渝农商行,-0.10539288182942594,-0.10540183011278186,-0.10539231030100527,-0.10538469558396425,0.0599944874046022,-0.067157399057677,0.1941680949015721
600111,包钢稀土,-0.1053931560054272,-0.10539439901184007,-0.10538935602329152,-0.10539697964186191,1.3595121466089637,-0.0026544527991024,0.0625668207876879
601398,工商银行,-0.10539331402971736,-0.10540191130353832,-0.1053958423692647,-0.10538134563649995,0.0457962114506452,-0.1442756767541519,0.230056671639893
000001,深发展A,-0.10539346806307737,-0.10539661350425437,-0.10542159237992599,-0.10535282353276887,0.972251628805148,-0.7064948432603737,0.535618988481346
600377,宁沪高速,-0.10539366665029004,-0.10540253383320036,-0.10539492342561312,-0.10538312376694899,-0.0630689884055761,-0.1242116953967117,0.2110072472083113
000538,云南白药,-0.10539380076330351,-0.10539940040559767,-0.10539591572820775,-0.10538538116780372,0.4848908005202288,-0.1458773772101625,0.1868233145745456
601018,宁波港,-0.10539403425583177,-0.1054006472048778,-0.10539571679677043,-0.10538517791886753,0.2668561250778121,-0.141533958935463,0.1890007561971186
600886,国投电力,-0.10539406821220274,-0.10540095652706237,-0.10540428933683389,-0.10537355173116823,0.2127632464618402,-0.328704612676705,0.3135541510984552
300033,同花顺,-0.10539456158971355,-0.10537944805660988,-0.10539868066150827,-0.10540418302709094,3.974068252873029,-0.2062462258334543,-0.0146043128858874
002371,北方华创,-0.10539466772755024,-0.10538494002811595,-0.10537404558667887,-0.10543189161481303,3.013656866739349,0.3316297160284374,-0.3114512895533777
601816,京沪高铁,-0.10539484989563222,-0.10540067096920461,-0.10540322252549142,-0.10537786531558085,0.2627003260125707,-0.3054121258628599,0.2673419621434533
601877,正泰电器,-0.10539495473087784,-0.10539667429628077,-0.10538540989527333,-0.10540596161294763,0.9616205914309516,0.0835043000849771,-0.0336586161797407
601668,中国建筑,-0.10539521567598731,-0.10539958659026262,-0.10542130967131817,-0.10535605276793751,0.4523316599732025,-0.7003222556082949,0.5010236238104899
601238,广汽集团,-0.10539540813919404,-0.10539815619931144,-0.10540264936552167,-0.10538300511063982,0.7024720247962841,-0.2928978972394909,0.2122784331306718
002736,国信证券,-0.10539564699300183,-0.10539953920284502,-0.10540230980048095,-0.10538287103985315,0.460618559379186,-0.2854839207297098,0.2137147570632427
002648,卫星化学,-0.10539586054189162,-0.10539051273855077,-0.1053982924480751,-0.10539796580365451,2.0391262182674503,-0.1977700727284548,0.0520018959500047
002001,新和成,-0.10539615470924991,-0.10539903376442643,-0.10540872562353935,-0.10537651443502083,0.5490073668744961,-0.4255653653471168,0.2818141833229014
000625,长安汽车,-0.10539641747685008,-0.10539459736417688,-0.10538884878956213,-0.10540832917257391,1.3248251780903613,0.0084203591034263,-0.0590226991200331
600760,中航沈飞,-0.10539658487248893,-0.10540286954306159,-0.10536449938921202,-0.10543308084628544,-0.1217764257631143,0.5400589572323067,-0.3241917356084559
601009,南京银行,-0.10539663871546934,-0.10540161706866558,-0.10540909512798881,-0.10537505181224711,0.0972506885323183,-0.4336330312724059,0.2974835185029767
300413,芒果超媒,-0.10539664482170286,-0.10535071713631186,-0.10539694600342213,-0.10544217093146813,8.998402949033348,-0.1683721435197108,-0.4215754179237433
002230,科大讯飞,-0.1053967481708772,-0.10539825567539231,-0.10537700830853325,-0.10542156048282066,0.6850760931867385,0.2669424025567481,-0.2007720543556809
000002,万科A,-0.10539699333238081,-0.10539412039527475,-0.105432525246235,-0.10535249038434802,1.40823536401958,-0.9452002583622624,0.5391880661441304
603019,中科曙光,-0.10539726378924702,-0.10539746756694034,-0.10536296645203443,-0.1054427897945038,0.8228969704372414,0.5735287166675789,-0.4282054065378219
601788,光大证券,-0.10539726969857921,-0.1053953719352726,-0.10541124471597187,-0.10538053410536227,1.1893716530910707,-0.4805665871483437,0.23875074753822
600018,上港集团,-0.10539749460559963,-0.10540130149323595,-0.10541018039722065,-0.10537677332913534,0.1524371066431908,-0.4573285229364097,0.2790406051116699
601633,长城汽车,-0.10539754365607226,-0.10539571198100921,-0.10539594066827929,-0.10540151264819261,1.1299059772611837,-0.1464219123722137,0.0140039262085017
600905,三峡能源,-0.10539763660531748,-0.10540139677776908,-0.10539188473105045,-0.10540154559855523,0.1357741741377315,-0.0578656131846132,0.0136509231749708
600048,保利地产,-0.10539792497186043,-0.10539715554539893,-0.10541936872584332,-0.10537010272634473,0.877461900489865,-0.6579441470527955,0.3505039467588412
003816,中国广核,-0.1053979580051077,-0.1054027549349009,-0.10540958684638377,-0.10537765595361315,-0.1017342637891281,-0.4443690853197435,0.2695848937489685
600674,川投能源,-0.10539819473111428,-0.105402106548936,-0.1053989942669861,-0.10539321686546346,0.0116525705372588,-0.2130934078670004,0.1028781065506008
600887,伊利股份,-0.105398305806729,-0.10539661654196673,-0.10542496972435583,-0.10536444318132217,0.9717204072682424,-0.7802349203162582,0.411135648601808
601058,赛轮轮胎,-0.1053983133247307,-0.10539743179422746,-0.105404835413621,-0.10539049873671354,0.829152742287785,-0.3406275139964945,0.1319978982088426
601898,中煤能源,-0.10539837625372855,-0.10540065231658625,-0.10542860261237393,-0.1053557983793437,0.2659622123904933,-0.8595544709135741,0.5037489335854378
601225,陕西煤业,-0.10539872892397778,-0.10540109742741696,-0.10541305240078506,-0.10537726245146226,0.1881232233449446,-0.520035116398293,0.2738005515433455
300661,圣邦股份,-0.10539879932276042,-0.1053970875109741,-0.1053868981706555,-0.10541637933735333,0.889359456070849,0.0510096749016291,-0.145265531140725
688396,华润微,-0.10539886307650759,-0.10539764085326289,-0.10539071084742573,-0.10541095493852815,0.7925934342514022,-0.0322353374639635,-0.0871529918932495
002352,顺丰控股,-0.10539901027237131,-0.10539851343948045,-0.10540840940724787,-0.10538697492542677,0.6399994636178542,-0.4186611794742438,0.1697491086752947
600926,杭州银行,-0.10539917364158309,-0.10539980101809568,-0.10542220726782514,-0.10536783476341446,0.4148334806485355,-0.7199201488535794,0.3748010327666798
601012,隆基股份,-0.10539947125835811,-0.10539730113728206,-0.10537896291547759,-0.10542898583660822,0.8520014438672742,0.2242660129597934,-0.2803211762607252
601838,成都银行,-0.10539953000015048,-0.10539874157826612,-0.10543114214855134,-0.10535816889083371,0.6001035742955139,-0.9150020562277016,0.4783532268096417
002179,中航光电,-0.10539984660387888,-0.10539505341515593,-0.10537234120269098,-0.10544131366085241,1.2450730248889177,0.3688428014010018,-0.4123913269475108
688111,金山办公,-0.10539992099882287,-0.10540012972121772,-0.10536573146962659,-0.1054452983153564,0.3573513504680362,0.5131580276419087,-0.4550796319032968
600276,恒瑞医药,-0.10540000218151549,-0.10540039885797178,-0.10537612106466346,-0.10543144699419528,0.3102859200032584,0.2863142589617022,-0.3066879906271449
000776,广发证券,-0.105400020511876,-0.1053953569813217,-0.10541469771354359,-0.10538511444020682,1.191986733064054,-0.5559584556123776,0.1896808142609469
688008,澜起科技,-0.1054000386865194,-0.10539042388262586,-0.10537919533368548,-0.10543744462752484,2.0546649445526843,0.2191914530758838,-0.3709416920027786
300059,东方财富,-0.10540063218768084,-0.10538927475558582,-0.10543298241518245,-0.10536885598310701,2.2556191359851967,-0.955181968582103,0.3638605264773611
600406,国电南瑞,-0.10540100354893245,-0.10540129744486998,-0.10539831970818242,-0.10540428810732828,0.1531450667623447,-0.1983652629601913,-0.0157300559616115
002714,牧原股份,-0.10540146913449376,-0.10539844311224152,-0.10539876739602143,-0.10540809747470913,0.6522979762673146,-0.2081399650765115,-0.0565404791185432
002252,上海莱士,-0.1054014858392639,-0.10540134024977638,-0.10538944167245617,-0.10541769031782838,0.1456595363936323,-0.0045244948191756,-0.1593102956877618
000938,紫光股份,-0.10540209121630625,-0.10539969661839202,-0.1053825070907441,-0.10543059798163665,0.4330904333655556,0.1468833939584612,-0.2975923696698044
600031,三一重工,-0.10540219474392351,-0.10539740829629378,-0.10540501516556287,-0.10540322062936738,0.8332619557146469,-0.3445521720582685,-0.0042939767022201
000895,双汇发展,-0.10540248104290137,-0.10540038453818842,-0.10541261161141405,-0.10539107012293077,0.3127900996001509,-0.5104110336735,0.1258765371061034
600160,巨化股份,-0.10540275263379306,-0.10539825369606061,-0.10538332095761514,-0.10543316047309607,0.6854222298518509,0.1291136322330852,-0.3250447916443288
300760,迈瑞医疗,-0.10540283216870835,-0.10540019046485452,-0.10539744651124973,-0.10541265474917368,0.3467287752493611,-0.1793001037976974,-0.1053633624863888
300498,温氏股份,-0.10540307522149867,-0.10539976338669159,-0.10540062281525513,-0.10540965693129711,0.4214142920968531,-0.2486507154916111,-0.0732472119924323
000063,中兴通讯,-0.10540553470583339,-0.10539632560883615,-0.10540445542027882,-0.10541618285023671,1.0225974904637942,-0.3323308362617853,-0.1431605300808967
600025,华能水电,-0.10540560261916421,-0.10540271946139337,-0.10540093356978263,-0.10541471117611051,-0.0955308156291483,-0.2554356506023968,-0.1273942261687368
300999,金龙鱼,-0.10540572325531389,-0.10539562580030311,-0.10542122293734614,-0.10539515446761501,1.1449768732587442,-0.698428528179906,0.0821202337049489
603195,公牛集团,-0.10540581840072058,-0.10539862349542752,-0.10542172832170994,-0.10539180007802786,0.6207533723839058,-0.7094629615055684,0.1180563996870047
