code,alpha,beta_mkt,beta_smb,beta_hml,t_alpha,r_squared,observations,name
300124,-0.16115441736217526,-0.6885276711571241,-0.26753203066809234,-0.4503159064349672,-0.8744439053562914,0.0007999179046992433,47,汇川技术
300251,0.7906184239434586,8.35780641607677,1.1637786247825572,0.5611494888769126,0.9711290449336045,0.008349856223514807,47,光线传媒
300274,12786.673930400244,115686.55649044359,14444.292568330437,7085.888929907486,0.9373609159167424,0.005697398938427245,47,阳光电源
300308,413518.151582258,3741275.734792198,467107.8335190243,229197.35664160157,0.9373580268720396,0.0056972654348439455,47,中际旭创
300316,0.00470175280320806,0.5434523888601278,0.33245510911201726,-1.0927359084119157,0.3063144638612093,0.46318736819979545,47,晶盛机电
300347,-8.550914806927166,-75.96403123365562,-9.854613175585857,-4.646905833786885,-0.9372181848793777,0.005511457127532204,47,泰格医药
300394,9971074.119209953,90212553.6363381,11263274.957898526,5526583.02390794,0.9373578305634849,0.005697260731696185,47,天孚通信
300413,0.9156111168734332,8.998402949033348,-0.16837214351971086,-0.4215754179237433,0.9532389156935112,0.007259402380532132,47,芒果超媒
300418,5.151779361945798,47.8655703063274,5.913621982278025,3.2455860742037217,0.9438190972111749,0.006035509274970652,47,昆仑万维
300442,-0.48941548621764935,-3.7563930286847427,-0.2840152605410968,-0.35735340856920206,-0.8893843618410464,0.003434922631251669,47,润泽科技
300476,8070.170175895879,73014.96139998946,9116.529886903389,4472.978986939616,0.9373663547856524,0.005697498647880828,47,胜宏科技
300498,-0.01439565772503684,0.42141429209685316,-0.2486507154916111,-0.07324721199243239,-0.5847799311939987,0.02372906488825932,47,温氏股份
300502,798.8079029616624,7228.230082890794,902.8584441526359,442.9224168642465,0.9374556137973312,0.005700237822168108,47,新易盛
300628,-0.017728905240130717,0.49425246993414895,-0.23089087156955282,-0.19976402880404742,-0.6543485337964702,0.035457181869242294,47,亿联网络
300661,-0.0118184864842754,0.889359456070849,0.05100967490162919,-0.14526553114072505,-0.5588026044023157,0.1514087931432757,47,圣邦股份
300750,-0.0017776558870882357,0.9007945752506785,-0.7608646464625468,-0.730887329009339,-0.06952632705683476,0.17188195642665371,47,宁德时代
300759,-0.017706537604833497,1.4003499840180234,-0.7235258475690228,-0.1298630593953924,-0.6509165215187672,0.167067788426691,47,康龙化成
300760,-0.02397638568699754,0.3467287752493611,-0.17930010379769748,-0.10536336248638882,-1.022090970565479,0.020755658382134667,47,迈瑞医疗
300782,5.514729999550159,51.34257695865807,5.78294433470668,2.656361796420183,0.9378879531059077,0.006057423517287774,47,卓胜微
300803,-29.914343247414518,-268.32899833914087,-34.61549623017272,-17.150499444855967,-0.9354919500425954,0.0055763949223088805,47,指南针
300832,8.183615635771677e-06,-0.38310555102333543,-0.04255840530827887,-0.8895731282415337,0.0002896425187174836,0.04167196586902522,47,新产业
300866,7.021895817350244,64.65776103439408,8.05385706539498,4.140725435089108,0.939837880959994,0.005910069970423537,47,安克创新
300896,-0.016787957537694895,1.5060240460126129,-0.9062774986330647,0.09102101616901168,-0.6571927602518833,0.18482339058635655,47,爱美客
300979,-0.014261501739598526,0.8303729963664261,-1.0600877046450685,0.06306560391065547,-0.566837772095021,0.09540527446034319,47,华利集团
300999,-0.02192188453172769,1.1449768732587442,-0.698428528179906,0.08212023370494898,-0.9168890672997534,0.12922698739630312,47,金龙鱼
301236,0.03979077732878983,1.7521255248489305,1.601770249896241,0.2293633523213626,1.4435015584202917,0.3713355801513345,46,软通动力
302132,0.053707721162986596,1.6036464590997985,3.651259147244154,2.7822498406864016,0.6161726475702205,0.08401910148575653,47,中航成飞
600009,-0.018703033908094403,0.5222962042121435,-0.5734154695905238,0.026708590291360093,-0.810380704406009,0.04159587927869668,47,上海机场
600010,-0.009413346228646424,1.0721284365184827,0.0036713867500997033,0.30522828372604294,-0.3550567839817906,0.08544377985886698,47,包钢股份
600011,0.32771697935902,3.475981833320053,0.07978883747518506,0.6800164304612489,0.9624698585943815,0.006582894894889946,47,华能国际
600015,-0.018133102097378524,0.5378434829071812,-0.2659425750829927,0.5171242184485398,-0.7859160306395179,0.03461405789124661,47,华夏银行
600016,-0.015857059840680594,0.3917524390051103,-0.06820732975600086,0.4697834854125642,-0.6831533864873545,0.01964002092889716,47,民生银行
600018,-0.02175070053066242,0.15243710664319085,-0.45732852293640974,0.2790406051116699,-0.9554937046431747,0.03171498749146229,47,上港集团
600019,-0.013152327820096154,0.6921149369053909,-0.38581742548076964,0.4244858231419535,-0.7454725613577902,0.07604624745678834,47,宝钢股份
600023,-0.01759173413147622,0.1869879243177036,-0.06720425638681408,0.5157308904930753,-0.6575810035770313,0.019473237973434032,47,浙能电力
600025,-0.009622964861875472,-0.09553081562914834,-0.25543565060239687,-0.12739422616873686,-0.41113696651816745,0.005856000205071821,47,华能水电
600026,0.013785222601868492,-0.2829511619114019,-0.30217203193961983,-0.44326129319812957,0.43683230402788564,0.009442039283646952,47,中远海能
600027,-0.015929116153182293,0.05439643778305184,-0.1871297611919211,0.32232022978531366,-0.5532564771781621,0.012573490916867436,47,华电国际
600028,-0.015040678982471717,0.12325152464658537,-0.20175265423558741,0.39770927643320564,-0.6399576189399118,0.023066744820605778,47,中国石化
600029,-2.536590713997567,-22.193735618011463,-3.4569336670904423,-1.1089365259980006,-0.9363932122642559,0.005509481700412211,47,南方航空
600030,-0.008464464389722419,1.1827726106774512,-0.4637041751638525,0.45580258915836236,-0.35853178226189186,0.11018112219407428,47,中信证券
600031,0.004806605170018515,0.8332619557146469,-0.3445521720582685,-0.004293976702220176,0.4858178074705331,0.328398206545532,47,三一重工
600036,-0.018853531752335888,1.1314345971460056,-0.6264966601291889,0.7875747394290611,-0.7849986777385164,0.1096786221223024,47,招商银行
600039,-0.011843368040974571,0.5864460957798034,0.09940606078851408,0.5817439860644158,-0.5503108125677417,0.038022804085981354,47,四川路桥
600048,-0.0309007105233926,0.877461900489865,-0.6579441470527955,0.3505039467588412,-0.9959116713556163,0.045633320550582,47,保利地产
600050,-0.009004511896834072,0.8643133617201357,-0.46045424799138013,0.4618362703410217,-0.36369565495429085,0.05902545080841848,47,中国联通
600061,-0.0355428242922956,0.86730632194525,-0.35627891552909496,0.4833525524892152,-0.8018336333466419,0.018100557136341067,47,国投安信
600066,0.07958369617155475,1.6002437038280801,-0.22877188688218267,0.5412544485956639,1.371931216889268,0.03744574630928865,47,宇通客车
600089,859.3509892565643,7775.337774953735,970.4223270431283,476.06236132694306,0.937379224819549,0.005698200191891267,47,特变电工
600111,-0.0029914754703088305,1.3595121466089637,-0.0026544527991024802,0.06256682078768791,-0.11095705291787106,0.15995349480769716,47,包钢稀土
600115,6.581310706922067,60.16975678975592,6.913923098903583,3.769707937517536,0.9376627414225156,0.0057717137231428906,47,东方航空
600150,-0.008964088604374698,0.24408369410080294,0.4442906262270566,0.31406935048212814,-0.35034735123227134,0.017086410392774476,47,中国船舶
600160,0.004937249741748341,0.6854222298518509,0.12911363223308528,-0.32504479164432887,0.18041365632255948,0.09030718652485692,47,巨化股份
600161,-0.021752107677211092,0.32392581702258016,0.2618915460306299,0.10091082393295495,-0.9075882067332302,0.019828199597173413,47,天坛生物
600176,0.0014917764505018658,0.9553325903537385,-0.6901869558729665,-0.13319682081998424,0.1095976568107676,0.2853756011798674,47,中国巨石
600183,52037.76803306143,470808.4113355195,58781.35315398383,28842.202793426255,0.9373585084746311,0.005697285244067096,47,生益科技
600188,-0.0076079079072987445,0.6631739477621894,-0.08397032979959757,0.600581540527509,-0.28118362944276065,0.02950907622940968,47,兖矿能源
600219,112.40846827280099,1017.9182161353485,126.9405845600915,62.69587421189238,0.9374241942400063,0.0057053581606624215,47,南山铝业
