code,date,收盘,ret,换手率,mkt_cap,PB
920045,2025-12-31,309.0,8.7816,53.79,21034108332.0,3.702529554691131
301687,2025-12-31,71.32,2.2522,80.68,10474340479.999998,1.537878720215524
920270,2022-09-02,6.13,-0.0959,33.61,641296080.0,0.8053515265163323
920270,2022-09-05,5.72,-0.0669,6.59,598403520.0,0.9199007457668014
920270,2022-09-06,5.63,-0.015700000000000002,4.14,588988080.0,2.921781108173559
920270,2022-09-07,5.8,0.0302,3.13,606772800.0,1.7472033838874874
920270,2022-09-08,5.63,-0.029300000000000003,2.69,588988080.0,4.840934388052021
920270,2022-09-09,5.63,0.0,0.88,588988080.0,4.7161880592995375
920270,2022-09-13,5.61,-0.0036,0.91,586895760.0,2.997061238391115
920270,2022-09-14,5.62,0.0018,1.32,587941920.0,3.0091058953067202
920270,2022-09-15,5.58,-0.0070999999999999995,1.23,583757280.0,4.7323896391114495
920270,2022-09-16,6.12,0.0968,12.28,640249920.0,1.9203681817284264
920270,2022-09-19,5.37,-0.1225,7.22,561787920.0,3.458035097921824
920270,2022-09-20,5.58,0.0391,4.43,583757280.0,1.6238525824333452
920270,2022-09-21,5.85,0.0484,8.13,612003600.0,0.7410933255426955
920270,2022-09-22,6.03,0.0308,8.23,630834480.0,2.5872340556460167
920270,2022-09-23,5.72,-0.051399999999999994,6.74,598403520.0,1.9363161008512169
920270,2022-09-26,5.39,-0.057699999999999994,3.22,563880240.0,4.3076854918600835
920270,2022-09-27,5.38,-0.0019,3.1,562834080.0,4.5844212701808775
920270,2022-09-28,5.23,-0.0279,2.17,547141680.0,4.246774318788984
920270,2022-09-29,5.28,0.0096,1.25,552372480.0,3.270765469668012
920270,2022-09-30,5.25,-0.005699999999999999,1.17,549234000.0,1.1938259585577826
920270,2022-10-10,4.97,-0.0533,1.66,519941520.0,2.6453388874499835
920270,2022-10-11,5.05,0.0161,0.43,528310800.0,1.1676184973065356
920270,2022-10-12,5.2,0.0297,0.48,544003200.0,2.907846023301846
920270,2022-10-13,5.23,0.0058,0.76,547141680.0,2.8058889187025184
920270,2022-10-14,5.27,0.0076,0.88,551326320.0,3.613831877140741
920270,2022-10-17,5.32,0.0095,0.88,556557120.0,2.428578281197268
920270,2022-10-18,5.32,0.0,1.6,556557120.0,4.424489689774525
920270,2022-10-19,5.3,-0.0038,0.73,554464800.0,4.8135379928505335
920270,2022-10-20,5.3,0.0,0.43,554464800.0,3.239654487595218
920270,2022-10-21,5.31,0.0019,0.18,555510960.0,4.3637356547047945
920270,2022-10-24,5.24,-0.0132,0.83,548187840.0,1.8616234929405981
920270,2022-10-25,5.18,-0.0115,0.39,541910880.0,3.5118579135247963
920270,2022-10-26,5.16,-0.0039000000000000003,1.76,539818560.0,2.5966103590653136
920270,2022-10-27,5.08,-0.0155,1.09,531449280.0,2.1834645368612553
920270,2022-10-28,4.9,-0.0354,1.63,512618400.00000006,1.912693051754142
920270,2022-10-31,4.69,-0.0429,1.42,490649040.00000006,4.220765301421768
920270,2022-11-01,5.01,0.0682,2.45,524126160.0,4.7106120117840735
920270,2022-11-02,4.97,-0.008,1.29,519941520.0,3.336189600677716
920270,2022-11-03,4.96,-0.002,0.45,518895360.0,1.4125748408988585
920270,2022-11-04,5.05,0.0181,0.68,528310800.0,1.494902703399235
920270,2022-11-07,5.05,0.0,0.39,528310800.0,3.6649640595988626
920270,2022-11-08,5.04,-0.002,0.29,527264640.0,4.116102679226948
920270,2022-11-09,5.04,0.0,0.48,527264640.0,1.839807066636752
920270,2022-11-10,5.03,-0.002,0.35,526218480.0,0.7120037903963243
920270,2022-11-11,5.04,0.002,0.72,527264640.0,3.6491380743141337
920270,2022-11-14,5.03,-0.002,0.5,526218480.0,3.42777429456918
920270,2022-11-15,5.06,0.006,0.61,529356959.99999994,1.8573987850847293
920270,2022-11-16,5.04,-0.004,0.5,527264640.0,1.6747697830132333
920270,2022-11-17,5.05,0.002,0.52,528310800.0,2.72285716612743
920270,2022-11-18,5.04,-0.002,0.36,527264640.0,1.982535104010434
920270,2022-11-21,5.07,0.006,0.64,530403120.0,3.113302633387503
920270,2022-11-22,5.05,-0.0039000000000000003,0.29,528310800.0,1.3999354664627819
920270,2022-11-23,5.04,-0.002,0.68,527264640.0,0.5391666893641989
920270,2022-11-24,5.01,-0.006,0.21,524126160.0,2.044718397658322
920270,2022-11-25,4.99,-0.004,0.3,522033840.0,4.692769669553846
920270,2022-11-28,4.93,-0.012,0.37,515756880.0,2.9760176454422127
920270,2022-11-29,4.96,0.0060999999999999995,0.23,518895360.0,3.7324896705825648
920270,2022-11-30,4.97,0.002,0.26,519941520.0,4.371438025057465
920270,2022-12-01,5.03,0.0121,0.46,526218480.0,4.647542664512768
920270,2022-12-02,5.02,-0.002,0.22,525172319.99999994,2.904838796645475
920270,2022-12-05,4.99,-0.006,0.46,522033840.0,1.092849796357707
920270,2022-12-06,4.97,-0.004,0.36,519941520.0,2.955917056400362
920270,2022-12-07,4.94,-0.006,0.71,516803040.00000006,1.8973988879948995
920270,2022-12-08,4.88,-0.0121,0.66,510526080.0,3.229439650492383
920270,2022-12-09,4.88,0.0,0.85,510526080.0,4.955131679274022
920270,2022-12-12,4.78,-0.020499999999999997,0.57,500064480.0,1.75226942374456
920270,2022-12-13,4.81,0.0063,0.22,503202959.99999994,3.8434401151854867
920270,2022-12-14,4.79,-0.0042,0.38,501110640.0,4.1942685866998595
920270,2022-12-15,4.78,-0.0021,0.53,500064480.0,0.597107694317179
920270,2022-12-16,4.77,-0.0021,0.42,499018319.99999994,4.890025587340138
920270,2022-12-19,4.6,-0.0356,0.73,481233599.99999994,1.4811473900904435
920270,2022-12-20,4.53,-0.0152,0.69,473910480.0,3.0657790532920526
920270,2022-12-21,4.47,-0.0132,0.38,467633520.0,3.6522229069121543
920270,2022-12-22,4.38,-0.020099999999999996,0.6,458218080.0,4.994383791042292
920270,2022-12-23,4.31,-0.016,0.7,450894959.99999994,4.879675482042279
920270,2022-12-26,4.31,0.0,0.3,450894959.99999994,3.3168233736682984
920270,2022-12-27,4.33,0.0046,0.29,452987280.0,3.4146137657156013
920270,2022-12-28,4.31,-0.0046,0.09,450894959.99999994,0.7934123274856739
920270,2022-12-29,4.29,-0.0046,0.15,448802640.0,4.7209528615459035
920270,2022-12-30,4.3,0.0023,0.25,449848800.0,2.9587715656834077
920270,2023-01-03,4.33,0.006999999999999999,0.24,452987280.0,4.186497730323669
920270,2023-01-04,4.34,0.0023,0.32,454033440.0,1.0059438425726037
920270,2023-01-05,4.34,0.0,0.33,454033440.0,1.9227717779702374
920270,2023-01-06,4.35,0.0023,0.22,455079599.99999994,1.581486931127435
920270,2023-01-09,4.35,0.0,0.15,455079599.99999994,3.195171849323504
920270,2023-01-10,4.35,0.0,0.2,455079599.99999994,1.2781581758857152
920270,2023-01-11,4.34,-0.0023,0.09,454033440.0,3.517391188097563
920270,2023-01-12,4.42,0.0184,0.53,462402720.0,4.881015008766812
920270,2023-01-13,4.51,0.0204,1.14,471818160.0,3.806732396893585
920270,2023-01-16,4.54,0.0067,0.61,474956640.0,0.5481110632130021
920270,2023-01-17,4.57,0.0066,0.63,478095120.0,4.292417381154792
920270,2023-01-18,4.58,0.0022,0.48,479141280.0,2.487647964389572
920270,2023-01-19,4.58,0.0,0.31,479141280.0,4.624294286224434
920270,2023-01-20,4.61,0.0066,1.04,482279760.00000006,1.2622155749390123
920270,2023-01-30,4.62,0.0022,0.38,483325920.0,2.6098452161915398
920270,2023-01-31,4.88,0.056299999999999996,2.21,510526080.0,2.943941606758949
920270,2023-02-01,4.93,0.0102,1.32,515756880.0,4.436138627292582
920270,2023-02-02,4.81,-0.024300000000000002,1.88,503202959.99999994,1.2179810324929776
920270,2023-02-03,4.8,-0.0021,0.81,502156800.0,1.6440879459569495
920270,2023-02-06,4.75,-0.0104,0.28,496926000.0,4.703524048284088
920270,2023-02-07,4.79,0.0084,0.41,501110640.0,0.9781078162049269
920270,2023-02-08,4.79,0.0,0.72,501110640.0,0.5270685003501282
920270,2023-02-09,4.81,0.0042,0.44,503202959.99999994,1.1618932157726438
920270,2023-02-10,4.86,0.0104,0.48,508433760.00000006,1.152515853084889
920270,2023-02-13,4.88,0.0040999999999999995,0.9,510526080.0,3.661574237227359
920270,2023-02-14,4.9,0.0040999999999999995,1.12,512618400.00000006,1.2550079668497156
920270,2023-02-15,4.9,0.0,0.41,512618400.00000006,2.029878520299733
920270,2023-02-16,4.85,-0.0102,0.59,507387599.99999994,2.1400081422169075
920270,2023-02-17,4.78,-0.0144,0.5,500064480.0,2.1417955684211822
920270,2023-02-20,4.84,0.0126,0.7,506341440.0,1.1589454441948652
920270,2023-02-21,4.86,0.0040999999999999995,0.34,508433760.00000006,3.480058246992799
920270,2023-02-22,4.87,0.0021,0.33,509479920.0,3.2136440448792367
920270,2023-02-23,4.84,-0.0062,0.54,506341440.0,3.7169865843496654
920270,2023-02-24,4.82,-0.0040999999999999995,0.42,504249120.0,1.170356409828052
920270,2023-02-27,4.78,-0.0083,0.27,500064480.0,1.4166551726054475
920270,2023-02-28,4.8,0.0042,0.27,502156800.0,1.058042277651646
920270,2023-03-01,4.79,-0.0021,0.2,501110640.0,3.897241945005576
920270,2023-03-02,4.79,0.0,0.41,501110640.0,1.270100324478177
920270,2023-03-03,4.76,-0.0063,0.65,497972160.0,2.1920164638129043
920270,2023-03-06,4.75,-0.0021,0.78,496926000.0,3.3678676431082843
920270,2023-03-07,4.7,-0.0105,0.87,491695200.0,4.689800491224824
920270,2023-03-08,4.7,0.0,0.35,491695200.0,3.267975716936002
920270,2023-03-09,4.7,0.0,0.21,491695200.0,1.1817588500767764
920270,2023-03-10,4.65,-0.0106,0.36,486464400.00000006,2.355732277009986
920270,2023-03-13,4.66,0.0022,0.24,487510560.0,3.1469329010181397
920270,2023-03-14,4.59,-0.015,0.22,480187440.0,2.726410527904069
920270,2023-03-15,4.58,-0.0022,0.21,479141280.0,2.318271258441558
920270,2023-03-16,4.55,-0.0066,0.3,476002800.0,2.2589565350613343
920270,2023-03-17,4.56,0.0022,0.47,477048959.99999994,1.7397188441331315
920270,2023-03-20,4.56,0.0,0.11,477048959.99999994,1.2136897497789838
920270,2023-03-21,4.57,0.0022,0.24,478095120.0,4.833083635912566
920270,2023-03-22,4.6,0.0066,0.75,481233599.99999994,0.7529616135949426
920270,2023-03-23,4.56,-0.0087,0.24,477048959.99999994,3.815291535886184
920270,2023-03-24,4.6,0.0088,0.53,481233599.99999994,0.938150203795103
920270,2023-03-27,4.58,-0.0043,0.52,479141280.0,1.7834309807353508
920270,2023-03-28,4.55,-0.0066,0.33,476002800.0,3.2320241613510974
920270,2023-03-29,4.52,-0.0066,0.41,472864319.99999994,0.7326371739256448
920270,2023-03-30,4.45,-0.0155,0.64,465541200.0,3.7650854532174653
920270,2023-03-31,4.42,-0.0067,0.24,462402720.0,4.9905931760669
920270,2023-04-03,4.42,0.0,0.28,462402720.0,4.414213204000381
920270,2023-04-04,4.4,-0.0045000000000000005,0.48,460310400.00000006,4.196249886619546
920270,2023-04-06,4.33,-0.0159,0.66,452987280.0,2.7516356753938602
920270,2023-04-07,4.35,0.0046,0.17,455079599.99999994,2.4712958632681605
920270,2023-04-10,4.33,-0.0046,0.31,452987280.0,1.497114592406393
920270,2023-04-11,4.35,0.0046,0.19,455079599.99999994,1.1988170357738297
920270,2023-04-12,4.34,-0.0023,0.13,454033440.0,2.7774836751898757
920270,2023-04-13,4.36,0.0046,0.13,456125760.00000006,4.12567709477807
920270,2023-04-14,4.41,0.0115,0.16,461356560.0,1.227029328816986
920270,2023-04-17,4.43,0.0045000000000000005,0.06,463448880.0,2.804967456003627
920270,2023-04-18,4.44,0.0023,0.1,464495040.00000006,0.9296419536117777
920270,2023-04-19,4.41,-0.0068000000000000005,0.09,461356560.0,4.1704839119778345
920270,2023-04-20,4.36,-0.0113,0.14,456125760.00000006,2.6439989652013045
920270,2023-04-21,4.35,-0.0023,0.17,455079599.99999994,1.6888549543857168
920270,2023-04-24,4.42,0.0161,0.5,462402720.0,3.7866590005830263
920270,2023-04-25,4.39,-0.0068000000000000005,0.21,459264239.99999994,1.8908839872433942
920270,2023-04-26,4.43,0.0091,0.24,463448880.0,1.106394017176676
920270,2023-04-27,4.44,0.0023,0.32,464495040.00000006,4.004901281725424
920270,2023-04-28,4.44,0.0,0.2,464495040.00000006,3.179422390151727
920270,2023-05-04,4.78,0.0766,3.1,500064480.0,4.558098662696569
920270,2023-05-05,4.9,0.025099999999999997,3.24,512618400.00000006,1.3445136606119505
920270,2023-05-08,4.77,-0.0265,2.11,499018319.99999994,0.6996172851971907
920270,2023-05-09,4.67,-0.021,0.8,488556720.0,2.3956499506956086
920270,2023-05-10,4.5,-0.0364,1.59,470772000.0,1.5640195232592093
920270,2023-05-11,4.55,0.0111,0.32,476002800.0,4.555313337661344
920270,2023-05-12,4.58,0.0066,0.41,479141280.0,1.189302268157732
920270,2023-05-15,4.6,0.0044,0.43,481233599.99999994,4.777142310330194
920270,2023-05-16,4.6,0.0,0.23,481233599.99999994,4.696149859923309
920270,2023-05-17,4.59,-0.0022,0.15,480187440.0,4.429262223559977
920270,2023-05-18,4.59,0.0,0.29,480187440.0,1.7429723400331072
920270,2023-05-19,4.59,0.0,0.21,480187440.0,2.423766707989552
920270,2023-05-22,4.75,0.0349,1.04,496926000.0,3.950966018313592
920270,2023-05-23,4.75,0.0,0.92,496926000.0,1.8024298520823887
920270,2023-05-24,4.88,0.0274,1.84,510526080.0,1.1343211173506844
920270,2023-05-25,4.82,-0.0123,0.75,504249120.0,4.829046118808676
920270,2023-05-26,4.83,0.0021,0.59,505295280.0,1.5209539460175696
920270,2023-05-29,4.81,-0.0040999999999999995,0.52,503202959.99999994,4.908649798493716
920270,2023-05-30,4.75,-0.0125,0.51,496926000.0,2.479549404632187
920270,2023-05-31,4.77,0.0042,0.21,499018319.99999994,0.5314343047764098
920270,2023-06-01,4.77,0.0,0.29,499018319.99999994,4.022950284713708
920270,2023-06-02,4.87,0.021,0.43,509479920.0,3.9740017177159435
920270,2023-06-05,4.81,-0.0123,0.18,503202959.99999994,0.7246741159288318
920270,2023-06-06,4.84,0.0062,0.6,506341440.0,3.9688902504604884
920270,2023-06-07,4.8,-0.0083,0.14,502156800.0,2.875194718103798
920270,2023-06-08,4.78,-0.0042,0.2,500064480.0,1.9111739367831322
920270,2023-06-09,4.8,0.0042,0.1,502156800.0,2.3238817635718254
920270,2023-06-12,4.83,0.0063,0.19,505295280.0,1.1204351518719209
920270,2023-06-13,4.84,0.0021,0.39,506341440.0,4.220644365465453
920270,2023-06-14,4.84,0.0,0.26,506341440.0,4.085356176979255
920270,2023-06-15,4.89,0.0103,0.29,511572239.99999994,0.6082556345571091
920270,2023-06-16,4.84,-0.0102,0.1,506341440.0,2.2269489002360725
920270,2023-06-19,4.78,-0.0124,0.43,500064480.0,2.9689203486963778
920270,2023-06-20,4.72,-0.0126,0.14,493787520.0,4.26277428179036
920270,2023-06-21,4.88,0.0339,0.27,510526080.0,2.7724378121104696
920270,2023-06-26,4.87,-0.002,0.1,509479920.0,3.2191115843276417
920270,2023-06-27,4.84,-0.0062,0.04,506341440.0,2.55043773975052
920270,2023-06-28,4.84,0.0,0.13,506341440.0,3.85918507514606
920270,2023-06-29,5.03,0.0393,1.25,526218480.0,4.79486861443304
920270,2023-06-30,5.05,0.004,0.91,528310800.0,3.62128180334844
920270,2023-07-03,5.02,-0.0059,0.19,525172319.99999994,1.0115022935895763
920270,2023-07-04,5.05,0.006,1.21,528310800.0,3.541165553482312
920270,2023-07-05,5.29,0.0475,3.98,553418640.0,1.483640754877218
920270,2023-07-06,5.2,-0.017,1.23,544003200.0,3.1992537753401242
920270,2023-07-07,5.15,-0.0096,0.79,538772400.0,1.968901165623
920270,2023-07-10,5.3,0.0291,2.13,554464800.0,0.5231243216952997
920270,2023-07-11,5.31,0.0019,1.15,555510960.0,1.7555023942107908
920270,2023-07-12,5.32,0.0019,1.91,556557120.0,3.8362853671157096
920270,2023-07-13,5.56,0.0451,4.34,581664960.0,0.6677225715141608
920270,2023-07-14,5.93,0.0665,8.26,620372880.0,4.770767882275402
920270,2023-07-17,5.65,-0.0472,4.06,591080400.0,1.6088808287328735
920270,2023-07-18,5.39,-0.046,2.41,563880240.0,1.0676726324207853
920270,2023-07-19,5.42,0.005600000000000001,2.42,567018720.0,4.110521721156947
920270,2023-07-20,5.47,0.0092,0.66,572249520.0,3.3370905708958336
920270,2023-07-21,5.48,0.0018,0.68,573295680.0,1.8844138441830147
920270,2023-07-24,5.38,-0.0182,0.5,562834080.0,3.6423325979297507
920270,2023-07-25,5.43,0.009300000000000001,0.34,568064880.0,4.508635712098782
920270,2023-07-26,5.85,0.07730000000000001,9.82,612003600.0,1.0678489938526097
920270,2023-07-27,6.07,0.037599999999999995,5.49,635019120.0,1.6697382275665045
920270,2023-07-28,6.0,-0.0115,2.43,627696000.0,3.7826910283736446
920270,2023-07-31,6.18,0.03,3.63,646526880.0,1.453102714019753
920270,2023-08-01,6.1,-0.0129,0.98,638157600.0,3.118741515577673
920270,2023-08-02,6.07,-0.0049,0.95,635019120.0,3.3963825033639923
920270,2023-08-03,6.35,0.0461,1.47,664311600.0,1.1258011053399761
920270,2023-08-04,6.34,-0.0016,1.64,663265440.0,2.6097737651121182
920270,2023-08-07,6.36,0.0032,0.45,665357760.0,2.1922553244579746
920270,2023-08-08,6.26,-0.015700000000000002,0.42,654896160.0,0.9734062869057049
920270,2023-08-09,6.15,-0.0176,1.03,643388400.0,2.5604687339202687
920270,2023-08-10,6.05,-0.0163,0.56,632926800.0,0.7615943837230656
920270,2023-08-11,6.09,0.0066,1.62,637111440.0,4.368626541395905
920270,2023-08-14,6.15,0.009899999999999999,0.54,643388400.0,1.5309317729958245
920270,2023-08-15,6.29,0.022799999999999997,0.49,658034640.0,4.372838103905011
920270,2023-08-16,6.31,0.0032,0.52,660126960.0,3.8711777555319276
920270,2023-08-17,6.3,-0.0016,0.46,659080800.0,2.961900215415919
920270,2023-08-18,6.29,-0.0016,0.71,658034640.0,2.9185342647981947
920270,2023-08-21,5.6,-0.1097,3.47,585849600.0,3.678689842779484
920270,2023-08-22,5.6,0.0,0.4,585849600.0,3.716464746910201
920270,2023-08-23,5.59,-0.0018,0.62,584803440.0,1.4291029987953472
920270,2023-08-24,5.63,0.0072,0.15,588988080.0,1.3384697651022357
920270,2023-08-25,5.51,-0.0213,0.35,576434160.0,3.792449160839407
920270,2023-08-28,5.59,0.014499999999999999,1.27,584803440.0,3.273009436973601
920270,2023-08-29,5.81,0.0394,0.75,607818960.0,3.6037985612471037
920270,2023-08-30,5.79,-0.0034000000000000002,0.3,605726640.0,0.5022935548426523
920270,2023-08-31,6.26,0.0812,3.75,654896160.0,4.150178207097506
920270,2023-09-01,6.35,0.0144,2.86,664311600.0,3.673786469654294
920270,2023-09-04,6.54,0.029900000000000003,4.43,684188640.0,4.5335932833844526
920270,2023-09-05,6.21,-0.050499999999999996,2.01,649665360.0,4.0136429179641215
920270,2023-09-06,6.21,0.0,0.91,649665360.0,2.5467368036576863
920270,2023-09-07,6.04,-0.0274,1.09,631880640.0,3.8933976610761034
920270,2023-09-08,6.08,0.0066,0.57,636065280.0,4.583398111432855
920270,2023-09-11,6.31,0.0378,1.08,660126960.0,2.876746784673781
920270,2023-09-12,6.33,0.0032,0.65,662219280.0,2.1377806542130653
920270,2023-09-13,6.09,-0.0379,0.63,637111440.0,3.5104602548602633
920270,2023-09-14,6.09,0.0,0.16,637111440.0,2.775569413548312
920270,2023-09-15,5.98,-0.0181,0.74,625603680.0,3.665342961405439
920270,2023-09-18,5.89,-0.0151,0.97,616188240.0,3.7350832637468105
920270,2023-09-19,5.87,-0.0034000000000000002,0.64,614095920.0,2.0161370574485726
920270,2023-09-20,5.79,-0.013600000000000001,0.54,605726640.0,0.997569480185301
920270,2023-09-21,5.61,-0.0311,0.61,586895760.0,1.7992855664890368
920270,2023-09-22,5.59,-0.0036,0.35,584803440.0,2.816032123367097
920270,2023-09-25,5.56,-0.0054,0.12,581664960.0,4.801016561353156
920270,2023-09-26,5.48,-0.0144,0.39,573295680.0,2.270506693120148
920270,2023-09-27,5.5,0.0036,0.18,575388000.0,1.2496152174575013
920270,2023-09-28,5.51,0.0018,0.21,576434160.0,1.1043610013688987
920270,2023-10-09,5.48,-0.0054,1.52,573295680.0,1.5376147988360376
920270,2023-10-10,5.46,-0.0036,0.09,571203360.0,2.6070035762321893
920270,2023-10-11,5.43,-0.0055000000000000005,0.21,568064880.0,4.820538862014942
920270,2023-10-12,5.44,0.0018,0.12,569111040.0,1.7572806657431743
920270,2023-10-13,5.37,-0.0129,0.13,561787920.0,1.5924381576899285
920270,2023-10-16,5.28,-0.0168,0.3,552372480.0,0.7735891144357888
920270,2023-10-17,5.08,-0.0379,0.59,531449280.0,4.848670033368971
920270,2023-10-18,5.02,-0.0118,0.15,525172319.99999994,4.418499592792605
920270,2023-10-19,4.9,-0.0239,0.54,512618400.00000006,1.3593567269754798
920270,2023-10-20,4.8,-0.0204,0.46,502156800.0,0.9294092432005223
920270,2023-10-23,4.5,-0.0625,0.56,470772000.0,3.8064127506187275
920270,2023-10-24,4.63,0.028900000000000002,0.13,484372080.0,4.591876771104139
920270,2023-10-25,4.63,0.0,0.73,484372080.0,3.2015025564834927
920270,2023-10-26,4.71,0.0173,0.25,492741360.0,1.3002867619457543
920270,2023-10-27,4.85,0.0297,0.88,507387599.99999994,3.158973347181918
920270,2023-10-30,5.33,0.099,2.82,557603280.0,0.5212535795494981
920270,2023-10-31,5.36,0.005600000000000001,2.29,560741760.0,1.8563794534392084
920270,2023-11-01,5.34,-0.0037,0.92,558649440.0,4.5232170351653584
920270,2023-11-02,5.37,0.005600000000000001,0.71,561787920.0,3.9879880958352536
920270,2023-11-03,5.43,0.011200000000000002,1.0,568064880.0,2.06574970002263
920270,2023-11-06,5.47,0.0074,0.83,572249520.0,4.256163766922849
920270,2023-11-07,5.55,0.0146,0.85,580618800.0,1.705597486857119
920270,2023-11-08,5.93,0.06849999999999999,2.38,620372880.0,2.5836382189439053
920270,2023-11-09,6.24,0.052300000000000006,4.96,652803840.0,3.175827255416868
920270,2023-11-10,6.15,-0.0144,2.81,643388400.0,3.4761682853489404
920270,2023-11-13,6.17,0.0033,1.52,645480720.0,3.5338794514991028
920270,2023-11-14,6.43,0.0421,2.03,672680880.0,2.1663616956548166
920270,2023-11-15,6.51,0.0124,2.55,681050160.0,3.435390337142448
920270,2023-11-16,6.73,0.0338,3.96,704065680.0,1.8383593648234364
920270,2023-11-17,6.65,-0.011899999999999999,1.87,695696400.0,1.2168546867826595
920270,2023-11-20,6.74,0.013500000000000002,5.07,705111840.0,1.4276673647421727
920270,2023-11-21,6.99,0.0371,12.29,731265840.0,2.723779348515021
920270,2023-11-22,7.92,0.133,15.05,828558720.0,1.0919900097411084
920270,2023-11-23,7.55,-0.0467,13.81,789850800.0,2.188322083887746
920270,2023-11-24,8.55,0.1325,14.17,894466800.0000001,1.3705911699253455
920270,2023-11-27,11.38,0.331,35.72,1190530080.0,1.1544931232445586
920270,2023-11-28,10.48,-0.0791,27.97,1096375680.0,3.125004147306371
920270,2023-11-29,9.25,-0.1174,15.77,967698000.0,0.8971385642030509
920270,2023-11-30,8.65,-0.0649,11.1,904928400.0,2.713534791557362
920270,2023-12-01,8.88,0.026600000000000002,13.56,928990080.0000001,0.5877190900926672
920270,2023-12-04,8.54,-0.0383,10.69,893420639.9999999,4.404893188844042
920270,2023-12-05,9.88,0.15689999999999998,14.01,1033606080.0000001,4.357524192912521
920270,2023-12-06,9.44,-0.044500000000000005,14.29,987575040.0,1.4637151198496698
920270,2023-12-07,10.68,0.13140000000000002,17.09,1117298880.0,0.6722682833845637
920270,2023-12-08,10.78,0.009399999999999999,17.99,1127760480.0,1.2389614573255732
920270,2023-12-11,10.08,-0.0649,7.8,1054529280.0,1.995578215439254
920270,2023-12-12,10.14,0.006,5.72,1060806240.0,4.910125508734213
920270,2023-12-13,10.54,0.0394,9.66,1102652640.0,1.0798730337547033
920270,2023-12-14,10.42,-0.011399999999999999,13.2,1090098720.0,3.5907338909844992
920270,2023-12-15,10.39,-0.0029,7.14,1086960240.0,0.970181975581694
920270,2023-12-18,11.48,0.10490000000000001,16.28,1200991680.0,2.5774691201139506
920270,2023-12-19,11.71,0.02,20.4,1225053360.0,2.2513005115739135
920270,2023-12-20,12.06,0.029900000000000003,14.31,1261668960.0,2.4102759757380428
920270,2023-12-21,10.38,-0.1393,15.5,1085914080.0,3.5009885781672496
920270,2023-12-22,12.08,0.1638,15.2,1263761280.0,1.766860171488504
920270,2023-12-25,12.53,0.0373,17.72,1310838480.0,3.500621025508942
920270,2023-12-26,12.29,-0.0192,9.9,1285730640.0,2.2869293408048774
920270,2023-12-27,12.55,0.0212,9.25,1312930800.0,4.673266823747463
920270,2023-12-28,12.48,-0.005600000000000001,11.74,1305607680.0,3.2525802557552437
920270,2023-12-29,12.48,0.0,13.34,1305607680.0,4.471988596524936
920270,2024-01-02,12.69,0.0168,11.94,1327577040.0,3.8663522640938055
920270,2024-01-03,12.43,-0.020499999999999997,5.31,1300376880.0,3.7855463328726513
920270,2024-01-04,12.14,-0.0233,6.31,1270038240.0,2.1992864312841363
920270,2024-01-05,11.33,-0.0667,12.28,1185299280.0,1.8726549434233233
920270,2024-01-08,11.13,-0.0177,6.56,1164376080.0,2.35792127458569
920270,2024-01-09,11.02,-0.009899999999999999,4.96,1152868320.0,0.8561477950565293
920270,2024-01-10,11.23,0.0191,2.14,1174837680.0,1.3122113327976965
920270,2024-01-11,11.21,-0.0018,2.18,1172745360.0,4.4866628322830095
920270,2024-01-12,9.99,-0.10880000000000001,5.65,1045113840.0,2.5575844888684243
920270,2024-01-15,9.51,-0.048,3.68,994898160.0,2.792065065116181
920270,2024-01-16,11.67,0.2271,7.39,1220868720.0,0.9554032369352926
920270,2024-01-17,12.28,0.052300000000000006,18.48,1284684480.0,4.919818009186025
920270,2024-01-18,13.75,0.1197,28.21,1438470000.0,4.219340728808911
920270,2024-01-19,13.98,0.0167,26.28,1462531680.0,3.6819804965662533
920270,2024-01-22,13.24,-0.0529,13.15,1385115840.0,2.7791745054051056
920270,2024-01-23,13.13,-0.0083,13.49,1373608080.0,2.981809447197169
920270,2024-01-24,12.28,-0.0647,15.62,1284684480.0,0.7145991993684604
920270,2024-01-25,11.38,-0.0733,14.98,1190530080.0,3.5512408924816903
920270,2024-01-26,11.73,0.0308,10.94,1227145680.0,4.8042180735113345
920270,2024-01-29,9.75,-0.16879999999999998,12.26,1020006000.0,4.195394328755587
920270,2024-01-30,10.0,0.0256,4.98,1046160000.0,2.8588644144114843
920270,2024-01-31,10.26,0.026000000000000002,7.64,1073360160.0,3.3081450869227087
920270,2024-02-01,9.73,-0.051699999999999996,5.2,1017913680.0,3.8339700081977224
920270,2024-02-02,9.79,0.0062,7.76,1024190639.9999999,4.536877275388785
920270,2024-02-05,8.92,-0.0889,10.38,933174720.0,4.3205535835518365
920270,2024-02-06,9.96,0.1166,10.3,1041975360.0000001,3.2007055124483172
920270,2024-02-07,9.25,-0.0713,10.16,967698000.0,4.623450369969133
920270,2024-02-08,8.73,-0.0562,5.77,913297680.0,2.973395233357002
920270,2024-02-19,8.95,0.0252,3.99,936313199.9999999,4.634391670285026
920270,2024-02-20,9.36,0.0458,4.65,979205760.0,2.7215525176256588
920270,2024-02-21,9.52,0.0171,8.59,995944320.0,4.168362357501158
920270,2024-02-22,9.43,-0.0095,5.09,986528880.0,1.1531153454362102
920270,2024-02-23,9.03,-0.0424,5.37,944682479.9999999,0.7837939667178249
